# pdf: NNPDF31_nlo_pch_as_0118
# Q0: 2 GeV 
# Nrep: 100
# [xmin, xmax, nx]: [10^(-4), 10^(0), 1001]
# 	 x 	 gluon(cv) 	 gluon(sd) 
 0.00029107 	 5.01084922 	 1.28274811 
 0.00029376 	 5.00525634 	 1.27509215 
 0.00029648 	 4.99967751 	 1.26745661 
 0.00029923 	 4.99411568 	 1.25984205 
 0.00030200 	 4.98854293 	 1.25222362 
 0.00030479 	 4.98291455 	 1.24456701 
 0.00030761 	 4.97723610 	 1.23688204 
 0.00031046 	 4.97151379 	 1.22917902 
 0.00031333 	 4.96575384 	 1.22146804 
 0.00031623 	 4.95996248 	 1.21375895 
 0.00031915 	 4.95414592 	 1.20606122 
 0.00032211 	 4.94831039 	 1.19838393 
 0.00032509 	 4.94246210 	 1.19073567 
 0.00032810 	 4.93660728 	 1.18312453 
 0.00033113 	 4.93075214 	 1.17555798 
 0.00033420 	 4.92490291 	 1.16804289 
 0.00033729 	 4.91906580 	 1.16058545 
 0.00034041 	 4.91324704 	 1.15319118 
 0.00034356 	 4.90745285 	 1.14586484 
 0.00034674 	 4.90168944 	 1.13861049 
 0.00034995 	 4.89596304 	 1.13143144 
 0.00035318 	 4.89027987 	 1.12433028 
 0.00035645 	 4.88464614 	 1.11730884 
 0.00035975 	 4.87906808 	 1.11036830 
 0.00036308 	 4.87355190 	 1.10350913 
 0.00036644 	 4.86810384 	 1.09673121 
 0.00036983 	 4.86273010 	 1.09003384 
 0.00037325 	 4.85743690 	 1.08341584 
 0.00037670 	 4.85223048 	 1.07687561 
 0.00038019 	 4.84711704 	 1.07041121 
 0.00038371 	 4.84210280 	 1.06402051 
 0.00038726 	 4.83717290 	 1.05769085 
 0.00039084 	 4.83230895 	 1.05140966 
 0.00039446 	 4.82750888 	 1.04517361 
 0.00039811 	 4.82277062 	 1.03897972 
 0.00040179 	 4.81809212 	 1.03282531 
 0.00040551 	 4.81347130 	 1.02670799 
 0.00040926 	 4.80890612 	 1.02062561 
 0.00041305 	 4.80439450 	 1.01457627 
 0.00041687 	 4.79993437 	 1.00855826 
 0.00042073 	 4.79552369 	 1.00257006 
 0.00042462 	 4.79116039 	 0.99661031 
 0.00042855 	 4.78684239 	 0.99067779 
 0.00043251 	 4.78256764 	 0.98477140 
 0.00043652 	 4.77833408 	 0.97889014 
 0.00044055 	 4.77413965 	 0.97303308 
 0.00044463 	 4.76998227 	 0.96719940 
 0.00044875 	 4.76585989 	 0.96138830 
 0.00045290 	 4.76177044 	 0.95559904 
 0.00045709 	 4.75771187 	 0.94983093 
 0.00046132 	 4.75368210 	 0.94408329 
 0.00046559 	 4.74967908 	 0.93835547 
 0.00046989 	 4.74570073 	 0.93264684 
 0.00047424 	 4.74174501 	 0.92695681 
 0.00047863 	 4.73780985 	 0.92128478 
 0.00048306 	 4.73389317 	 0.91563020 
 0.00048753 	 4.72999293 	 0.90999255 
 0.00049204 	 4.72610767 	 0.90437139 
 0.00049659 	 4.72225995 	 0.89876862 
 0.00050119 	 4.71846032 	 0.89318505 
 0.00050582 	 4.71470661 	 0.88762040 
 0.00051050 	 4.71099662 	 0.88207445 
 0.00051523 	 4.70732818 	 0.87654709 
 0.00052000 	 4.70369911 	 0.87103824 
 0.00052481 	 4.70010721 	 0.86554788 
 0.00052966 	 4.69655032 	 0.86007601 
 0.00053456 	 4.69302623 	 0.85462269 
 0.00053951 	 4.68953278 	 0.84918795 
 0.00054450 	 4.68606777 	 0.84377187 
 0.00054954 	 4.68262903 	 0.83837450 
 0.00055463 	 4.67921437 	 0.83299589 
 0.00055976 	 4.67582160 	 0.82763605 
 0.00056494 	 4.67244856 	 0.82229500 
 0.00057016 	 4.66909304 	 0.81697270 
 0.00057544 	 4.66575287 	 0.81166908 
 0.00058076 	 4.66242587 	 0.80638404 
 0.00058614 	 4.65910985 	 0.80111744 
 0.00059156 	 4.65580262 	 0.79586907 
 0.00059704 	 4.65250202 	 0.79063870 
 0.00060256 	 4.64920584 	 0.78542605 
 0.00060814 	 4.64591192 	 0.78023078 
 0.00061376 	 4.64261806 	 0.77505253 
 0.00061944 	 4.63932208 	 0.76989089 
 0.00062517 	 4.63602180 	 0.76474542 
 0.00063096 	 4.63271631 	 0.75961614 
 0.00063680 	 4.62942018 	 0.75450886 
 0.00064269 	 4.62613792 	 0.74942511 
 0.00064863 	 4.62286925 	 0.74436451 
 0.00065464 	 4.61961385 	 0.73932670 
 0.00066069 	 4.61637144 	 0.73431129 
 0.00066681 	 4.61314171 	 0.72931788 
 0.00067298 	 4.60992436 	 0.72434606 
 0.00067920 	 4.60671910 	 0.71939536 
 0.00068549 	 4.60352562 	 0.71446532 
 0.00069183 	 4.60034363 	 0.70955540 
 0.00069823 	 4.59717283 	 0.70466505 
 0.00070469 	 4.59401291 	 0.69979367 
 0.00071121 	 4.59086359 	 0.69494059 
 0.00071779 	 4.58772455 	 0.69010511 
 0.00072444 	 4.58459551 	 0.68528648 
 0.00073114 	 4.58147616 	 0.68048389 
 0.00073790 	 4.57836621 	 0.67569646 
 0.00074473 	 4.57526535 	 0.67092328 
 0.00075162 	 4.57217328 	 0.66616340 
 0.00075858 	 4.56908972 	 0.66141578 
 0.00076560 	 4.56601435 	 0.65667936 
 0.00077268 	 4.56294688 	 0.65195304 
 0.00077983 	 4.55988701 	 0.64723567 
 0.00078705 	 4.55683445 	 0.64252608 
 0.00079433 	 4.55378888 	 0.63782305 
 0.00080168 	 4.55075002 	 0.63312538 
 0.00080910 	 4.54771871 	 0.62843188 
 0.00081658 	 4.54470165 	 0.62374257 
 0.00082414 	 4.54169931 	 0.61905865 
 0.00083176 	 4.53871093 	 0.61438135 
 0.00083946 	 4.53573572 	 0.60971190 
 0.00084723 	 4.53277290 	 0.60505152 
 0.00085507 	 4.52982170 	 0.60040140 
 0.00086298 	 4.52688134 	 0.59576273 
 0.00087096 	 4.52395104 	 0.59113667 
 0.00087902 	 4.52103003 	 0.58652435 
 0.00088716 	 4.51811752 	 0.58192688 
 0.00089536 	 4.51521275 	 0.57734536 
 0.00090365 	 4.51231492 	 0.57278085 
 0.00091201 	 4.50942326 	 0.56823437 
 0.00092045 	 4.50653700 	 0.56370692 
 0.00092897 	 4.50365536 	 0.55919947 
 0.00093756 	 4.50077755 	 0.55471295 
 0.00094624 	 4.49790281 	 0.55024825 
 0.00095499 	 4.49503035 	 0.54580622 
 0.00096383 	 4.49215939 	 0.54138769 
 0.00097275 	 4.48928916 	 0.53699344 
 0.00098175 	 4.48641888 	 0.53262420 
 0.00099083 	 4.48354778 	 0.52828068 
 0.00100000 	 4.48067506 	 0.52396352 
 0.00100925 	 4.47779997 	 0.51967335 
 0.00101859 	 4.47492171 	 0.51541075 
 0.00102802 	 4.47203951 	 0.51117624 
 0.00103753 	 4.46915654 	 0.50696587 
 0.00104713 	 4.46628565 	 0.50276533 
 0.00105682 	 4.46342667 	 0.49857565 
 0.00106660 	 4.46057825 	 0.49439922 
 0.00107647 	 4.45773903 	 0.49023842 
 0.00108643 	 4.45490764 	 0.48609557 
 0.00109648 	 4.45208273 	 0.48197292 
 0.00110662 	 4.44926291 	 0.47787267 
 0.00111686 	 4.44644685 	 0.47379692 
 0.00112720 	 4.44363316 	 0.46974769 
 0.00113763 	 4.44082049 	 0.46572688 
 0.00114815 	 4.43800748 	 0.46173631 
 0.00115878 	 4.43519276 	 0.45777764 
 0.00116950 	 4.43237497 	 0.45385245 
 0.00118032 	 4.42955275 	 0.44996214 
 0.00119124 	 4.42672473 	 0.44610800 
 0.00120226 	 4.42388955 	 0.44229117 
 0.00121339 	 4.42104584 	 0.43851262 
 0.00122462 	 4.41819225 	 0.43477320 
 0.00123595 	 4.41532742 	 0.43107358 
 0.00124738 	 4.41244997 	 0.42741429 
 0.00125893 	 4.40955855 	 0.42379571 
 0.00127057 	 4.40665179 	 0.42021807 
 0.00128233 	 4.40372833 	 0.41668144 
 0.00129420 	 4.40078681 	 0.41318578 
 0.00130617 	 4.39782586 	 0.40973089 
 0.00131826 	 4.39484412 	 0.40631646 
 0.00133045 	 4.39184453 	 0.40293894 
 0.00134276 	 4.38883532 	 0.39959148 
 0.00135519 	 4.38581665 	 0.39627371 
 0.00136773 	 4.38278840 	 0.39298546 
 0.00138038 	 4.37975047 	 0.38972660 
 0.00139316 	 4.37670276 	 0.38649700 
 0.00140605 	 4.37364516 	 0.38329654 
 0.00141906 	 4.37057755 	 0.38012509 
 0.00143219 	 4.36749984 	 0.37698255 
 0.00144544 	 4.36441191 	 0.37386882 
 0.00145881 	 4.36131366 	 0.37078377 
 0.00147231 	 4.35820499 	 0.36772730 
 0.00148594 	 4.35508578 	 0.36469929 
 0.00149968 	 4.35195593 	 0.36169962 
 0.00151356 	 4.34881533 	 0.35872816 
 0.00152757 	 4.34566387 	 0.35578477 
 0.00154170 	 4.34250145 	 0.35286929 
 0.00155597 	 4.33932796 	 0.34998155 
 0.00157036 	 4.33614330 	 0.34712139 
 0.00158489 	 4.33294735 	 0.34428860 
 0.00159956 	 4.32974001 	 0.34148296 
 0.00161436 	 4.32652117 	 0.33870426 
 0.00162930 	 4.32329072 	 0.33595225 
 0.00164437 	 4.32004857 	 0.33322665 
 0.00165959 	 4.31679459 	 0.33052719 
 0.00167494 	 4.31352869 	 0.32785357 
 0.00169044 	 4.31025076 	 0.32520546 
 0.00170608 	 4.30695952 	 0.32258089 
 0.00172187 	 4.30365381 	 0.31997769 
 0.00173780 	 4.30033402 	 0.31739577 
 0.00175388 	 4.29700058 	 0.31483510 
 0.00177011 	 4.29365389 	 0.31229565 
 0.00178649 	 4.29029437 	 0.30977744 
 0.00180302 	 4.28692243 	 0.30728052 
 0.00181970 	 4.28353848 	 0.30480495 
 0.00183654 	 4.28014293 	 0.30235078 
 0.00185353 	 4.27673620 	 0.29991811 
 0.00187068 	 4.27331869 	 0.29750701 
 0.00188799 	 4.26989082 	 0.29511756 
 0.00190546 	 4.26645300 	 0.29274984 
 0.00192309 	 4.26300564 	 0.29040393 
 0.00194089 	 4.25954916 	 0.28807988 
 0.00195884 	 4.25608396 	 0.28577775 
 0.00197697 	 4.25261046 	 0.28349755 
 0.00199526 	 4.24912907 	 0.28123930 
 0.00201372 	 4.24564020 	 0.27900300 
 0.00203236 	 4.24214427 	 0.27678861 
 0.00205116 	 4.23864168 	 0.27459608 
 0.00207014 	 4.23513285 	 0.27242535 
 0.00208930 	 4.23161819 	 0.27027630 
 0.00210863 	 4.22809811 	 0.26814884 
 0.00212814 	 4.22457302 	 0.26604280 
 0.00214783 	 4.22104334 	 0.26395805 
 0.00216770 	 4.21750947 	 0.26189437 
 0.00218776 	 4.21397087 	 0.25984909 
 0.00220800 	 4.21042684 	 0.25782070 
 0.00222844 	 4.20687711 	 0.25580950 
 0.00224905 	 4.20332142 	 0.25381577 
 0.00226986 	 4.19975950 	 0.25183983 
 0.00229087 	 4.19619109 	 0.24988195 
 0.00231206 	 4.19261592 	 0.24794242 
 0.00233346 	 4.18903375 	 0.24602150 
 0.00235505 	 4.18544429 	 0.24411946 
 0.00237684 	 4.18184728 	 0.24223653 
 0.00239883 	 4.17824248 	 0.24037292 
 0.00242103 	 4.17462960 	 0.23852882 
 0.00244343 	 4.17100839 	 0.23670438 
 0.00246604 	 4.16737858 	 0.23489976 
 0.00248886 	 4.16373991 	 0.23311503 
 0.00251189 	 4.16009212 	 0.23135027 
 0.00253513 	 4.15643494 	 0.22960551 
 0.00255859 	 4.15276811 	 0.22788074 
 0.00258226 	 4.14909137 	 0.22617591 
 0.00260615 	 4.14540445 	 0.22449093 
 0.00263027 	 4.14170709 	 0.22282568 
 0.00265461 	 4.13799903 	 0.22117998 
 0.00267917 	 4.13428000 	 0.21955363 
 0.00270396 	 4.13054975 	 0.21794637 
 0.00272898 	 4.12680799 	 0.21635791 
 0.00275423 	 4.12305448 	 0.21478793 
 0.00277971 	 4.11928898 	 0.21323595 
 0.00280543 	 4.11551188 	 0.21169992 
 0.00283139 	 4.11172352 	 0.21017922 
 0.00285759 	 4.10792409 	 0.20867400 
 0.00288403 	 4.10411378 	 0.20718439 
 0.00291072 	 4.10029276 	 0.20571053 
 0.00293765 	 4.09646121 	 0.20425255 
 0.00296483 	 4.09261932 	 0.20281054 
 0.00299226 	 4.08876726 	 0.20138460 
 0.00301995 	 4.08490522 	 0.19997478 
 0.00304789 	 4.08103338 	 0.19858114 
 0.00307610 	 4.07715192 	 0.19720369 
 0.00310456 	 4.07326103 	 0.19584242 
 0.00313329 	 4.06936087 	 0.19449727 
 0.00316228 	 4.06545164 	 0.19316818 
 0.00319154 	 4.06153351 	 0.19185504 
 0.00322107 	 4.05760667 	 0.19055769 
 0.00325087 	 4.05367129 	 0.18927595 
 0.00328095 	 4.04972757 	 0.18800959 
 0.00331131 	 4.04577567 	 0.18675836 
 0.00334195 	 4.04181579 	 0.18552195 
 0.00337287 	 4.03784809 	 0.18430002 
 0.00340408 	 4.03387277 	 0.18309218 
 0.00343558 	 4.02989001 	 0.18189803 
 0.00346737 	 4.02589998 	 0.18071709 
 0.00349945 	 4.02190287 	 0.17954889 
 0.00353183 	 4.01789885 	 0.17839288 
 0.00356451 	 4.01388782 	 0.17724830 
 0.00359749 	 4.00986744 	 0.17611287 
 0.00363078 	 4.00583732 	 0.17498629 
 0.00366438 	 4.00179766 	 0.17386870 
 0.00369828 	 3.99774866 	 0.17276028 
 0.00373250 	 3.99369052 	 0.17166125 
 0.00376704 	 3.98962344 	 0.17057178 
 0.00380189 	 3.98554762 	 0.16949210 
 0.00383707 	 3.98146326 	 0.16842241 
 0.00387258 	 3.97737056 	 0.16736293 
 0.00390841 	 3.97326971 	 0.16631388 
 0.00394457 	 3.96916092 	 0.16527548 
 0.00398107 	 3.96504438 	 0.16424793 
 0.00401791 	 3.96092030 	 0.16323143 
 0.00405509 	 3.95678888 	 0.16222619 
 0.00409261 	 3.95265030 	 0.16123239 
 0.00413048 	 3.94850478 	 0.16025022 
 0.00416869 	 3.94435251 	 0.15927985 
 0.00420727 	 3.94019369 	 0.15832144 
 0.00424620 	 3.93602852 	 0.15737513 
 0.00428549 	 3.93185720 	 0.15644106 
 0.00432514 	 3.92767993 	 0.15551937 
 0.00436516 	 3.92349691 	 0.15461016 
 0.00440555 	 3.91930833 	 0.15371354 
 0.00444631 	 3.91511440 	 0.15282962 
 0.00448745 	 3.91091532 	 0.15195847 
 0.00452898 	 3.90671128 	 0.15110019 
 0.00457088 	 3.90250232 	 0.15025419 
 0.00461318 	 3.89828779 	 0.14941777 
 0.00465586 	 3.89406750 	 0.14859099 
 0.00469894 	 3.88984137 	 0.14777433 
 0.00474242 	 3.88560930 	 0.14696823 
 0.00478630 	 3.88137118 	 0.14617311 
 0.00483059 	 3.87712694 	 0.14538936 
 0.00487528 	 3.87287647 	 0.14461736 
 0.00492040 	 3.86861967 	 0.14385742 
 0.00496592 	 3.86435646 	 0.14310982 
 0.00501187 	 3.86008674 	 0.14237479 
 0.00505825 	 3.85581040 	 0.14165249 
 0.00510505 	 3.85152737 	 0.14094305 
 0.00515229 	 3.84723754 	 0.14024652 
 0.00519996 	 3.84294081 	 0.13956290 
 0.00524807 	 3.83863710 	 0.13889210 
 0.00529663 	 3.83432631 	 0.13823399 
 0.00534564 	 3.83000834 	 0.13758836 
 0.00539511 	 3.82568310 	 0.13695495 
 0.00544503 	 3.82135049 	 0.13633342 
 0.00549541 	 3.81701041 	 0.13572336 
 0.00554626 	 3.81266279 	 0.13512432 
 0.00559758 	 3.80830750 	 0.13453578 
 0.00564937 	 3.80394448 	 0.13395717 
 0.00570164 	 3.79957361 	 0.13338787 
 0.00575440 	 3.79519480 	 0.13282723 
 0.00580764 	 3.79080796 	 0.13227453 
 0.00586138 	 3.78641397 	 0.13172865 
 0.00591562 	 3.78201521 	 0.13118840 
 0.00597035 	 3.77761149 	 0.13065438 
 0.00602560 	 3.77320249 	 0.13012722 
 0.00608135 	 3.76878789 	 0.12960752 
 0.00613762 	 3.76436737 	 0.12909588 
 0.00619441 	 3.75994058 	 0.12859284 
 0.00625173 	 3.75550722 	 0.12809893 
 0.00630957 	 3.75106695 	 0.12761463 
 0.00636796 	 3.74661945 	 0.12714039 
 0.00642688 	 3.74216440 	 0.12667661 
 0.00648634 	 3.73770146 	 0.12622367 
 0.00654636 	 3.73323032 	 0.12578187 
 0.00660693 	 3.72875065 	 0.12535152 
 0.00666807 	 3.72426212 	 0.12493284 
 0.00672977 	 3.71976440 	 0.12452604 
 0.00679204 	 3.71525719 	 0.12413129 
 0.00685488 	 3.71074013 	 0.12374872 
 0.00691831 	 3.70621292 	 0.12337842 
 0.00698232 	 3.70167523 	 0.12302047 
 0.00704693 	 3.69712673 	 0.12267490 
 0.00711214 	 3.69256710 	 0.12234175 
 0.00717794 	 3.68799601 	 0.12202102 
 0.00724436 	 3.68341313 	 0.12171271 
 0.00731139 	 3.67881814 	 0.12141684 
 0.00737904 	 3.67421072 	 0.12113340 
 0.00744732 	 3.66959054 	 0.12086243 
 0.00751623 	 3.66495749 	 0.12060215 
 0.00758578 	 3.66031191 	 0.12035060 
 0.00765597 	 3.65565410 	 0.12010923 
 0.00772681 	 3.65098435 	 0.11987949 
 0.00779830 	 3.64630293 	 0.11966278 
 0.00787046 	 3.64161014 	 0.11946043 
 0.00794328 	 3.63690626 	 0.11927367 
 0.00801678 	 3.63219158 	 0.11910359 
 0.00809096 	 3.62746638 	 0.11895118 
 0.00816582 	 3.62273094 	 0.11881722 
 0.00824138 	 3.61798556 	 0.11870236 
 0.00831764 	 3.61323051 	 0.11860704 
 0.00839460 	 3.60846609 	 0.11853152 
 0.00847227 	 3.60369257 	 0.11847585 
 0.00855067 	 3.59891025 	 0.11843987 
 0.00862979 	 3.59411940 	 0.11842322 
 0.00870964 	 3.58932032 	 0.11842531 
 0.00879023 	 3.58451329 	 0.11844537 
 0.00887156 	 3.57969860 	 0.11848241 
 0.00895365 	 3.57487652 	 0.11853525 
 0.00903649 	 3.57004736 	 0.11860253 
 0.00912011 	 3.56521138 	 0.11868272 
 0.00920450 	 3.56036888 	 0.11877414 
 0.00928966 	 3.55552014 	 0.11887495 
 0.00937562 	 3.55066545 	 0.11898323 
 0.00946237 	 3.54580509 	 0.11909692 
 0.00954993 	 3.54093935 	 0.11921393 
 0.00963829 	 3.53606847 	 0.11933753 
 0.00972747 	 3.53119230 	 0.11947176 
 0.00981748 	 3.52631054 	 0.11961648 
 0.00990832 	 3.52142289 	 0.11977152 
 0.01000000 	 3.51652905 	 0.11993660 
 0.01009253 	 3.51162872 	 0.12011139 
 0.01018591 	 3.50672161 	 0.12029545 
 0.01028016 	 3.50180741 	 0.12048827 
 0.01037528 	 3.49688582 	 0.12068925 
 0.01047129 	 3.49195654 	 0.12089771 
 0.01056818 	 3.48701929 	 0.12111288 
 0.01066596 	 3.48207374 	 0.12133392 
 0.01076465 	 3.47711962 	 0.12155988 
 0.01086426 	 3.47215661 	 0.12178978 
 0.01096478 	 3.46718442 	 0.12202254 
 0.01106624 	 3.46220275 	 0.12225705 
 0.01116863 	 3.45721131 	 0.12249212 
 0.01127197 	 3.45220978 	 0.12272655 
 0.01137627 	 3.44719787 	 0.12295909 
 0.01148154 	 3.44217529 	 0.12318848 
 0.01158777 	 3.43714173 	 0.12341345 
 0.01169499 	 3.43209690 	 0.12363274 
 0.01180321 	 3.42704049 	 0.12384511 
 0.01191242 	 3.42197220 	 0.12404935 
 0.01202264 	 3.41689174 	 0.12424432 
 0.01213389 	 3.41179881 	 0.12442894 
 0.01224616 	 3.40669328 	 0.12460219 
 0.01235947 	 3.40158089 	 0.12476297 
 0.01247384 	 3.39646405 	 0.12491254 
 0.01258925 	 3.39134200 	 0.12505293 
 0.01270574 	 3.38621399 	 0.12518616 
 0.01282331 	 3.38107925 	 0.12531421 
 0.01294196 	 3.37593703 	 0.12543897 
 0.01306171 	 3.37078656 	 0.12556226 
 0.01318257 	 3.36562709 	 0.12568577 
 0.01330454 	 3.36045787 	 0.12581106 
 0.01342765 	 3.35527812 	 0.12593954 
 0.01355189 	 3.35008709 	 0.12607243 
 0.01367729 	 3.34488403 	 0.12621082 
 0.01380384 	 3.33966818 	 0.12635558 
 0.01393157 	 3.33443877 	 0.12650740 
 0.01406048 	 3.32919505 	 0.12666677 
 0.01419058 	 3.32393626 	 0.12683400 
 0.01432188 	 3.31866163 	 0.12700919 
 0.01445440 	 3.31337042 	 0.12719227 
 0.01458814 	 3.30806187 	 0.12738298 
 0.01472313 	 3.30273520 	 0.12758090 
 0.01485936 	 3.29738967 	 0.12778544 
 0.01499685 	 3.29202452 	 0.12799589 
 0.01513561 	 3.28663899 	 0.12821140 
 0.01527566 	 3.28123232 	 0.12843102 
 0.01541700 	 3.27580375 	 0.12865374 
 0.01555966 	 3.27035252 	 0.12887847 
 0.01570363 	 3.26487860 	 0.12910467 
 0.01584893 	 3.25939033 	 0.12933861 
 0.01599558 	 3.25388974 	 0.12958304 
 0.01614359 	 3.24837621 	 0.12983875 
 0.01629296 	 3.24284911 	 0.13010646 
 0.01644372 	 3.23730781 	 0.13038676 
 0.01659587 	 3.23175165 	 0.13068003 
 0.01674943 	 3.22618003 	 0.13098643 
 0.01690441 	 3.22059229 	 0.13130589 
 0.01706082 	 3.21498782 	 0.13163801 
 0.01721869 	 3.20936597 	 0.13198212 
 0.01737801 	 3.20372610 	 0.13233721 
 0.01753881 	 3.19806760 	 0.13270193 
 0.01770109 	 3.19238982 	 0.13307462 
 0.01786488 	 3.18669213 	 0.13345325 
 0.01803018 	 3.18097389 	 0.13383549 
 0.01819701 	 3.17523448 	 0.13421868 
 0.01836538 	 3.16947326 	 0.13459985 
 0.01853532 	 3.16368959 	 0.13497575 
 0.01870682 	 3.15788285 	 0.13534287 
 0.01887991 	 3.15205239 	 0.13569747 
 0.01905461 	 3.14619759 	 0.13603559 
 0.01923092 	 3.14031782 	 0.13635312 
 0.01940886 	 3.13441243 	 0.13664579 
 0.01958845 	 3.12848079 	 0.13690925 
